id_venda,data_venda,ano,mes,dia,quantidade,valor_total,canal_venda,nome_produto,categoria,linha,nome_cliente,estado,categoria_email
2714,2025-02-24 19:42:26,2025,2,24,1,219.35,Site,Máscara Capilar - Variação 3,Cabelos,Máscara Capilar,Srta. Maria Clara Rios,RJ,Outros
2797,2025-11-24 22:19:19,2025,11,24,4,304.28,Site,Egeo - Variação 1,Perfumaria,Egeo,Carlos Eduardo Nascimento,MT,Outros
2659,2025-06-24 15:48:44,2025,6,24,4,877.40,Revendedora,Máscara Capilar - Variação 3,Cabelos,Máscara Capilar,João Miguel Ramos,SP,Outros
2600,2025-01-01 09:14:17,2025,1,1,1,210.20,Loja Física,Base Mate - Variação 1,Maquiagem,Base Mate,Lorena Montenegro,SC,Outros
2990,2024-12-17 19:43:03,2024,12,17,5,719.75,App,Malbec - Variação 1,Perfumaria,Malbec,Otávio Nunes,ES,Outros
2672,2025-11-11 10:14:32,2025,11,11,5,719.75,Loja Física,Malbec - Variação 1,Perfumaria,Malbec,Dr. Ravy Aparecida,PB,Outros
2726,2025-07-17 09:40:21,2025,7,17,1,166.99,Revendedora,Egeo - Variação 2,Perfumaria,Egeo,Yago Teixeira,TO,Outros
2885,2024-12-30 21:12:53,2024,12,30,2,423.88,Site,Loção Nativa SPA - Variação 1,Corpo e Banho,Loção Nativa SPA,Maria Fernanda Almeida,CE,Outros
1425,2025-10-14 17:50:17,2025,10,14,2,276.10,Site,Glamour - Variação 3,Perfumaria,Glamour,Vinícius Vasconcelos,RN,Outros
2630,2025-10-16 17:15:52,2025,10,16,3,482.40,Revendedora,Floratta - Variação 3,Perfumaria,Floratta,Ágatha Ferreira,AM,Outros
2203,2025-01-21 15:08:11,2025,1,21,1,226.80,Site,Floratta - Variação 1,Perfumaria,Floratta,Stella Campos,PA,Outros
2590,2025-10-21 14:13:23,2025,10,21,1,123.46,Loja Física,Shampoo Match - Variação 2,Cabelos,Shampoo Match,Bryan Rezende,BA,Outros
2914,2025-05-18 20:34:03,2025,5,18,3,247.38,Revendedora,Condicionador Match - Variação 3,Cabelos,Condicionador Match,Brenda Viana,PR,Gmail User
2512,2025-02-03 12:22:38,2025,2,3,5,1230.00,Revendedora,Óleo Corporal - Variação 1,Corpo e Banho,Óleo Corporal,Pedro Lucas Carvalho,RO,Gmail User
2155,2025-04-11 03:34:59,2025,4,11,1,145.13,Revendedora,Egeo - Variação 3,Perfumaria,Egeo,Dr. Vicente Moreira,DF,Outros
1786,2025-01-30 00:36:36,2025,1,30,4,125.72,Revendedora,Quasar - Variação 2,Perfumaria,Quasar,Pedro Lucas Campos,PE,Outros
2638,2025-09-14 10:33:06,2025,9,14,5,804.00,App,Floratta - Variação 3,Perfumaria,Floratta,Gael Casa Grande,PA,Gmail User
1362,2025-07-11 04:12:50,2025,7,11,4,304.28,Loja Física,Egeo - Variação 1,Perfumaria,Egeo,Lorenzo Carvalho,RO,Outros
2395,2025-01-15 08:35:03,2025,1,15,4,131.32,Loja Física,Loção Nativa SPA - Variação 3,Corpo e Banho,Loção Nativa SPA,Cecília Rocha,SP,Outros
1926,2025-07-31 17:00:24,2025,7,31,4,984.00,App,Óleo Corporal - Variação 1,Corpo e Banho,Óleo Corporal,Bella Borges,AM,Outros
1194,2025-03-31 03:33:04,2025,3,31,5,412.30,Revendedora,Condicionador Match - Variação 3,Cabelos,Condicionador Match,Marcos Vinicius Pereira,CE,Outros
1677,2025-06-30 16:49:18,2025,6,30,3,94.29,Revendedora,Quasar - Variação 2,Perfumaria,Quasar,João Vitor Jesus,TO,Outros
2810,2025-11-29 16:27:26,2025,11,29,4,565.40,App,Malbec - Variação 3,Perfumaria,Malbec,Carlos Eduardo Silveira,AP,Outros
2310,2025-11-11 09:14:23,2025,11,11,4,836.40,Site,Shampoo Match - Variação 1,Cabelos,Shampoo Match,Maria Luiza da Luz,ES,Outros
2782,2025-08-18 15:14:10,2025,8,18,3,414.15,Site,Glamour - Variação 3,Perfumaria,Glamour,Oliver Novais,SE,Outros
2635,2025-10-09 07:21:34,2025,10,9,1,160.70,Site,Base Mate - Variação 3,Maquiagem,Base Mate,Igor Nunes,RR,Outros
2854,2025-08-27 12:17:47,2025,8,27,1,31.43,Loja Física,Quasar - Variação 2,Perfumaria,Quasar,Mateus Sampaio,RO,Gmail User
2392,2025-07-04 06:24:45,2025,7,4,3,566.73,Revendedora,Malbec - Variação 2,Perfumaria,Malbec,Agatha Moura,SE,Outros
2704,2025-10-09 16:49:14,2025,10,9,1,109.25,Site,Óleo Corporal - Variação 3,Corpo e Banho,Óleo Corporal,Lavínia Caldeira,PR,Outros
2464,2025-08-02 11:45:49,2025,8,2,1,111.75,Loja Física,Floratta - Variação 2,Perfumaria,Floratta,Ayla Ribeiro,SP,Outros
2239,2025-05-20 12:33:00,2025,5,20,5,834.95,Revendedora,Egeo - Variação 2,Perfumaria,Egeo,Ana Cecília Correia,PR,Outros
2681,2025-05-07 09:27:19,2025,5,7,1,209.10,Site,Shampoo Match - Variação 1,Cabelos,Shampoo Match,Maria Helena Costela,AC,Outros
2925,2025-01-24 20:41:01,2025,1,24,1,182.53,Loja Física,Máscara Capilar - Variação 2,Cabelos,Máscara Capilar,Pietro Cardoso,PR,Outros
2772,2025-02-04 09:00:11,2025,2,4,1,48.40,Revendedora,Sabonete Líquido - Variação 1,Corpo e Banho,Sabonete Líquido,Heloísa Andrade,ES,Outros
2263,2025-09-18 22:39:37,2025,9,18,5,719.75,App,Malbec - Variação 1,Perfumaria,Malbec,Maysa Alves,RJ,Gmail User
2982,2025-08-07 14:04:51,2025,8,7,5,1016.85,Revendedora,Glamour - Variação 1,Perfumaria,Glamour,Srta. Ísis Barbosa,MA,Outros
2866,2025-01-26 12:46:06,2025,1,26,2,282.70,Loja Física,Malbec - Variação 3,Perfumaria,Malbec,Maria Sophia Santos,PR,Outros
2280,2025-07-31 13:29:55,2025,7,31,4,683.16,Loja Física,Batom Make B. - Variação 3,Maquiagem,Batom Make B.,Noah Aragão,AL,Outros
2301,2024-12-21 21:30:35,2024,12,21,4,682.28,Loja Física,Máscara de Cílios - Variação 1,Maquiagem,Máscara de Cílios,Antonella Almeida,PR,Outros
2939,2024-12-26 03:28:56,2024,12,26,3,229.77,Revendedora,Batom Make B. - Variação 2,Maquiagem,Batom Make B.,Sr. Danilo Ribeiro,SE,Outros
2604,2025-03-10 23:20:01,2025,3,10,5,1193.15,App,Máscara de Cílios - Variação 3,Maquiagem,Máscara de Cílios,Sra. Lavínia Silva,RN,Outros
2988,2025-11-06 17:49:33,2025,11,6,1,141.35,Revendedora,Malbec - Variação 3,Perfumaria,Malbec,Maria Helena Costa,SP,Outros
2969,2025-03-24 12:42:47,2025,3,24,4,329.84,App,Condicionador Match - Variação 3,Cabelos,Condicionador Match,Emanuelly Freitas,ES,Outros
2661,2025-06-19 17:21:34,2025,6,19,3,738.00,Loja Física,Óleo Corporal - Variação 1,Corpo e Banho,Óleo Corporal,Srta. Maria Julia Duarte,RS,Outros
2992,2024-12-28 00:31:24,2024,12,28,1,138.05,Site,Glamour - Variação 3,Perfumaria,Glamour,Noah Montenegro,RJ,Outros
2991,2025-03-12 05:14:06,2025,3,12,5,1059.70,Revendedora,Loção Nativa SPA - Variação 1,Corpo e Banho,Loção Nativa SPA,Luiz Henrique Souza,RS,Outros
2678,2025-03-07 04:59:01,2025,3,7,1,238.63,App,Máscara de Cílios - Variação 3,Maquiagem,Máscara de Cílios,Anthony Gabriel Lopes,AM,Outros
2327,2024-12-07 09:47:59,2024,12,7,4,919.56,Revendedora,Quasar - Variação 3,Perfumaria,Quasar,Dr. João Vitor Casa Grande,MT,Outros
2620,2025-04-11 04:35:55,2025,4,11,2,223.50,App,Floratta - Variação 2,Perfumaria,Floratta,Olívia Viana,SE,Outros
2941,2025-01-22 01:22:52,2025,1,22,3,374.58,Site,Máscara de Cílios - Variação 2,Maquiagem,Máscara de Cílios,Sr. Luiz Otávio Vasconcelos,MG,Outros
2398,2025-02-17 04:45:50,2025,2,17,2,164.92,App,Condicionador Match - Variação 3,Cabelos,Condicionador Match,Joana Costela,PR,Gmail User
2067,2025-07-16 17:24:36,2025,7,16,3,507.18,Site,Condicionador Match - Variação 1,Cabelos,Condicionador Match,Maria Flor Novaes,SP,Outros
2296,2025-12-02 10:06:39,2025,12,2,5,380.35,Revendedora,Egeo - Variação 1,Perfumaria,Egeo,Yago Araújo,RO,Outros
2994,2024-12-11 19:02:03,2024,12,11,3,452.10,Revendedora,Sabonete Líquido - Variação 3,Corpo e Banho,Sabonete Líquido,Lavínia Monteiro,MS,Outros
2452,2025-07-11 12:29:27,2025,7,11,4,755.64,Loja Física,Malbec - Variação 2,Perfumaria,Malbec,Guilherme Sá,TO,Outros
2945,2025-06-09 09:23:02,2025,6,9,4,313.92,Site,Loção Nativa SPA - Variação 2,Corpo e Banho,Loção Nativa SPA,Amanda das Neves,CE,Gmail User
2949,2025-03-23 04:23:20,2025,3,23,1,170.57,Revendedora,Máscara de Cílios - Variação 1,Maquiagem,Máscara de Cílios,Helena Ramos,AC,Outros
2292,2025-05-20 12:08:07,2025,5,20,1,111.75,Revendedora,Floratta - Variação 2,Perfumaria,Floratta,Eduardo Cunha,RJ,Outros
2643,2025-07-06 01:25:31,2025,7,6,2,321.60,Revendedora,Floratta - Variação 3,Perfumaria,Floratta,Samuel Vieira,SP,Outros
2352,2025-08-03 00:21:12,2025,8,3,2,73.98,Site,Batom Make B. - Variação 1,Maquiagem,Batom Make B.,Dr. Luiz Miguel Lopes,CE,Outros
2940,2025-05-18 07:29:49,2025,5,18,3,507.18,Revendedora,Condicionador Match - Variação 1,Cabelos,Condicionador Match,Dra. Lívia Mendonça,MA,Gmail User
2993,2025-01-22 16:07:30,2025,1,22,5,164.15,App,Loção Nativa SPA - Variação 3,Corpo e Banho,Loção Nativa SPA,Ana Sophia Azevedo,MS,Gmail User
2898,2025-04-18 07:44:42,2025,4,18,3,512.37,App,Batom Make B. - Variação 3,Maquiagem,Batom Make B.,Mateus Andrade,PB,Outros
2632,2025-09-23 14:00:55,2025,9,23,3,94.29,Loja Física,Quasar - Variação 2,Perfumaria,Quasar,Kamilly Sampaio,MG,Outros
2613,2025-09-10 09:15:29,2025,9,10,2,297.50,App,Shampoo Match - Variação 3,Cabelos,Shampoo Match,Henry Gabriel Fernandes,GO,Outros
2801,2025-08-02 01:28:39,2025,8,2,1,222.48,Revendedora,Quasar - Variação 1,Perfumaria,Quasar,Murilo Montenegro,PE,Outros
2744,2025-06-21 20:18:09,2025,6,21,3,439.11,Loja Física,Máscara Capilar - Variação 1,Cabelos,Máscara Capilar,Vinícius Albuquerque,TO,Outros
1553,2025-07-08 23:11:26,2025,7,8,1,109.25,Revendedora,Óleo Corporal - Variação 3,Corpo e Banho,Óleo Corporal,João Jesus,SP,Outros
2968,2025-11-04 05:46:08,2025,11,4,3,630.60,Loja Física,Base Mate - Variação 1,Maquiagem,Base Mate,Lara Gonçalves,DF,Outros
2953,2025-08-02 19:20:37,2025,8,2,4,131.32,Revendedora,Loção Nativa SPA - Variação 3,Corpo e Banho,Loção Nativa SPA,Noah da Mota,MT,Outros
2451,2025-04-25 07:02:17,2025,4,25,2,303.82,Site,Óleo Corporal - Variação 2,Corpo e Banho,Óleo Corporal,Brayan da Cunha,CE,Outros
2905,2024-12-11 21:09:47,2024,12,11,3,446.25,Loja Física,Shampoo Match - Variação 3,Cabelos,Shampoo Match,Asafe Azevedo,SE,Outros
2806,2025-09-12 00:43:43,2025,9,12,4,607.64,Revendedora,Óleo Corporal - Variação 2,Corpo e Banho,Óleo Corporal,Vitor Hugo Pimenta,MG,Outros
2664,2025-05-24 11:47:25,2025,5,24,1,138.05,Revendedora,Glamour - Variação 3,Perfumaria,Glamour,Vitor Hugo Teixeira,RS,Outros
2493,2025-08-29 05:41:27,2025,8,29,5,804.00,Revendedora,Floratta - Variação 3,Perfumaria,Floratta,Alícia Gomes,AL,Outros
2731,2025-07-21 03:59:59,2025,7,21,2,377.82,App,Malbec - Variação 2,Perfumaria,Malbec,Jade Machado,AM,Gmail User
2891,2025-10-14 00:24:20,2025,10,14,2,218.50,App,Óleo Corporal - Variação 3,Corpo e Banho,Óleo Corporal,Léo Silveira,RN,Outros
2890,2024-12-05 17:24:26,2024,12,5,1,111.75,Loja Física,Floratta - Variação 2,Perfumaria,Floratta,Maria Flor Carvalho,MG,Outros
2634,2025-01-26 13:31:59,2025,1,26,5,1230.00,Loja Física,Óleo Corporal - Variação 1,Corpo e Banho,Óleo Corporal,Levi Mendonça,AL,Outros
1878,2025-04-15 09:40:25,2025,4,15,2,96.80,Revendedora,Sabonete Líquido - Variação 1,Corpo e Banho,Sabonete Líquido,Pedro Barbosa,MT,Outros
2873,2025-10-27 11:10:24,2025,10,27,4,864.12,Revendedora,Condicionador Match - Variação 2,Cabelos,Condicionador Match,Valentim Pacheco,PA,Gmail User
2838,2025-10-16 07:22:13,2025,10,16,4,447.00,App,Floratta - Variação 2,Perfumaria,Floratta,Jade Costela,RO,Outros
2447,2025-06-03 13:06:59,2025,6,3,3,715.89,App,Máscara de Cílios - Variação 3,Maquiagem,Máscara de Cílios,Alícia Lopes,AP,Outros
2665,2025-04-19 21:43:07,2025,4,19,2,377.82,Loja Física,Malbec - Variação 2,Perfumaria,Malbec,Pedro Henrique Guerra,AM,Outros
2582,2025-07-30 14:48:10,2025,7,30,5,725.65,App,Egeo - Variação 3,Perfumaria,Egeo,Srta. Clarice Nogueira,PR,Outros
2895,2025-08-21 06:18:58,2025,8,21,4,580.52,Site,Egeo - Variação 3,Perfumaria,Egeo,João Vitor Pimenta,MT,Outros
1523,2025-04-27 07:15:37,2025,4,27,1,109.25,App,Óleo Corporal - Variação 3,Corpo e Banho,Óleo Corporal,Clarice Santos,AL,Outros
2951,2025-02-07 20:23:52,2025,2,7,2,287.90,Loja Física,Malbec - Variação 1,Perfumaria,Malbec,Francisco Monteiro,RS,Outros
2912,2025-03-22 05:22:39,2025,3,22,1,76.59,Site,Batom Make B. - Variação 2,Maquiagem,Batom Make B.,Marcelo Fernandes,RN,Outros
2369,2025-08-12 00:26:16,2025,8,12,4,147.96,Site,Batom Make B. - Variação 1,Maquiagem,Batom Make B.,Heloisa Machado,AM,Outros
1466,2025-05-05 23:13:20,2025,5,5,1,76.59,Revendedora,Batom Make B. - Variação 2,Maquiagem,Batom Make B.,Luísa Cavalcanti,BA,Outros
2791,2025-01-19 06:28:07,2025,1,19,4,642.80,Site,Base Mate - Variação 3,Maquiagem,Base Mate,Isabella Azevedo,TO,Gmail User
2346,2025-06-25 02:51:27,2025,6,25,2,287.90,Loja Física,Malbec - Variação 1,Perfumaria,Malbec,Marcela Alves,PA,Gmail User
2529,2025-07-20 12:07:44,2025,7,20,4,840.80,App,Base Mate - Variação 1,Maquiagem,Base Mate,Nicole Barros,AP,Outros
2825,2025-02-17 23:35:59,2025,2,17,2,164.92,Site,Condicionador Match - Variação 3,Cabelos,Condicionador Match,Theo das Neves,RR,Gmail User
2903,2025-06-16 02:08:34,2025,6,16,3,742.29,Loja Física,Sabonete Líquido - Variação 2,Corpo e Banho,Sabonete Líquido,Kaique Brito,AM,Outros
2963,2024-12-13 22:29:12,2024,12,13,3,610.11,Revendedora,Glamour - Variação 1,Perfumaria,Glamour,Helena Siqueira,RR,Outros
2365,2025-10-07 14:17:34,2025,10,7,3,452.10,Site,Sabonete Líquido - Variação 3,Corpo e Banho,Sabonete Líquido,Dr. Alexandre Camargo,BA,Gmail User
2750,2025-11-24 07:07:18,2025,11,24,1,203.37,App,Glamour - Variação 1,Perfumaria,Glamour,Lunna Jesus,MA,Outros
2706,2025-04-08 19:20:42,2025,4,8,3,228.21,Site,Egeo - Variação 1,Perfumaria,Egeo,Felipe Lima,GO,Outros
2849,2025-01-09 05:41:00,2025,1,9,3,452.10,Site,Sabonete Líquido - Variação 3,Corpo e Banho,Sabonete Líquido,José Miguel Sales,MA,Gmail User
2723,2025-10-03 18:10:42,2025,10,3,1,160.70,Loja Física,Base Mate - Variação 3,Maquiagem,Base Mate,João Gabriel Pastor,PA,Outros
2667,2025-02-25 00:41:15,2025,2,25,2,156.96,Loja Física,Loção Nativa SPA - Variação 2,Corpo e Banho,Loção Nativa SPA,Maysa Silva,RR,Outros
2434,2025-06-06 10:04:59,2025,6,6,3,500.97,Site,Egeo - Variação 2,Perfumaria,Egeo,Helena Vieira,DF,Gmail User
2082,2025-03-02 01:33:26,2025,3,2,4,847.76,App,Loção Nativa SPA - Variação 1,Corpo e Banho,Loção Nativa SPA,Bento Ribeiro,PA,Outros
1627,2025-06-22 14:08:13,2025,6,22,4,437.00,App,Óleo Corporal - Variação 3,Corpo e Banho,Óleo Corporal,Stephany Silva,PI,Outros
1363,2025-09-25 05:45:05,2025,9,25,5,546.25,Revendedora,Óleo Corporal - Variação 3,Corpo e Banho,Óleo Corporal,Sr. Benjamim Moreira,AP,Outros
2563,2025-09-20 01:18:00,2025,9,20,3,689.67,Loja Física,Quasar - Variação 3,Perfumaria,Quasar,Melina Barbosa,SC,Outros
2771,2025-02-23 17:33:20,2025,2,23,3,431.85,Revendedora,Malbec - Variação 1,Perfumaria,Malbec,Srta. Maria Dias,AC,Outros
2918,2025-04-11 02:22:55,2025,4,11,5,412.30,Loja Física,Condicionador Match - Variação 3,Cabelos,Condicionador Match,Marcos Vinicius Ferreira,RN,Gmail User
2847,2025-02-11 15:36:13,2025,2,11,5,690.25,Revendedora,Glamour - Variação 3,Perfumaria,Glamour,Luiz Gustavo Viana,RS,Outros
2425,2025-02-22 10:54:13,2025,2,22,5,558.75,Site,Floratta - Variação 2,Perfumaria,Floratta,Joaquim Cassiano,SP,Outros
2874,2025-10-20 23:01:20,2025,10,20,5,753.50,Loja Física,Sabonete Líquido - Variação 3,Corpo e Banho,Sabonete Líquido,Francisco Guerra,SC,Outros
2793,2025-05-02 19:48:34,2025,5,2,3,658.05,Site,Máscara Capilar - Variação 3,Cabelos,Máscara Capilar,Bento Rocha,RO,Outros
2530,2025-01-03 12:19:09,2025,1,3,2,301.40,Site,Sabonete Líquido - Variação 3,Corpo e Banho,Sabonete Líquido,Davi Luiz Guerra,TO,Outros
1951,2025-01-24 12:47:51,2025,1,24,1,36.99,Site,Batom Make B. - Variação 1,Maquiagem,Batom Make B.,Kamilly da Cruz,MT,Outros
2935,2024-12-15 04:55:12,2024,12,15,5,845.30,Site,Condicionador Match - Variação 1,Cabelos,Condicionador Match,Aylla Fogaça,CE,Outros
2368,2025-03-28 21:45:05,2025,3,28,5,706.75,Loja Física,Malbec - Variação 3,Perfumaria,Malbec,Nicole Garcia,AM,Outros
1458,2025-03-02 03:14:41,2025,3,2,5,184.95,Loja Física,Batom Make B. - Variação 1,Maquiagem,Batom Make B.,Sra. Ana Luiza Gomes,SP,Outros
2375,2025-04-26 11:59:41,2025,4,26,3,635.82,Revendedora,Loção Nativa SPA - Variação 1,Corpo e Banho,Loção Nativa SPA,Ana Luiza Fernandes,RO,Outros
2622,2025-07-18 07:57:00,2025,7,18,3,414.15,Revendedora,Glamour - Variação 3,Perfumaria,Glamour,Noah Martins,MG,Outros
2477,2025-03-08 20:59:53,2025,3,8,4,329.84,Loja Física,Condicionador Match - Variação 3,Cabelos,Condicionador Match,Maria Helena Abreu,RJ,Gmail User
2901,2025-08-31 23:39:36,2025,8,31,3,742.29,Revendedora,Sabonete Líquido - Variação 2,Corpo e Banho,Sabonete Líquido,Anna Liz Leão,RS,Outros
2612,2025-06-16 12:47:42,2025,6,16,5,380.35,App,Egeo - Variação 1,Perfumaria,Egeo,Dra. Letícia Ribeiro,GO,Gmail User
1798,2025-01-07 17:13:38,2025,1,7,2,438.70,Site,Máscara Capilar - Variação 3,Cabelos,Máscara Capilar,Paulo Novais,PA,Gmail User
2631,2025-08-24 11:23:55,2025,8,24,5,912.65,Site,Máscara Capilar - Variação 2,Cabelos,Máscara Capilar,Esther da Cunha,RN,Outros
1185,2025-11-18 08:34:18,2025,11,18,5,743.75,App,Shampoo Match - Variação 3,Cabelos,Shampoo Match,Yan Abreu,PR,Outros
2586,2025-02-13 07:53:59,2025,2,13,2,423.88,Revendedora,Loção Nativa SPA - Variação 1,Corpo e Banho,Loção Nativa SPA,Alana Sá,PE,Outros
2527,2025-08-17 11:52:24,2025,8,17,4,840.80,App,Base Mate - Variação 1,Maquiagem,Base Mate,Maysa Barbosa,MG,Outros
2351,2025-07-20 23:50:34,2025,7,20,5,558.75,Site,Floratta - Variação 2,Perfumaria,Floratta,Yago Pereira,MG,Outros
2779,2025-05-13 12:24:09,2025,5,13,1,143.95,Loja Física,Malbec - Variação 1,Perfumaria,Malbec,Bruno Melo,CE,Outros
2009,2025-12-03 01:32:56,2025,12,3,2,432.06,Site,Condicionador Match - Variação 2,Cabelos,Condicionador Match,Amanda das Neves,TO,Gmail User
2685,2025-10-26 15:15:21,2025,10,26,2,152.14,Loja Física,Egeo - Variação 1,Perfumaria,Egeo,Emanuelly Siqueira,PE,Outros
2539,2025-02-07 22:22:25,2025,2,7,4,565.40,Revendedora,Malbec - Variação 3,Perfumaria,Malbec,Maria Luísa Mendonça,SP,Outros
2701,2025-10-17 15:11:11,2025,10,17,2,377.82,Loja Física,Malbec - Variação 2,Perfumaria,Malbec,Helena Sousa,CE,Outros
2380,2025-02-08 09:02:49,2025,2,8,5,1193.15,Revendedora,Máscara de Cílios - Variação 3,Maquiagem,Máscara de Cílios,Danilo Azevedo,CE,Outros
2308,2025-07-20 22:53:25,2025,7,20,2,153.18,Site,Batom Make B. - Variação 2,Maquiagem,Batom Make B.,Dr. João Gabriel Montenegro,CE,Outros
2183,2025-03-18 10:53:49,2025,3,18,3,414.15,Loja Física,Glamour - Variação 3,Perfumaria,Glamour,Dr. João Pedro Ribeiro,RR,Outros
2281,2025-03-27 02:32:42,2025,3,27,4,984.00,Revendedora,Óleo Corporal - Variação 1,Corpo e Banho,Óleo Corporal,Isabella Santos,TO,Outros
2884,2025-10-08 10:18:48,2025,10,8,1,246.00,Site,Óleo Corporal - Variação 1,Corpo e Banho,Óleo Corporal,Dr. Samuel Cassiano,PB,Outros
2319,2025-10-22 10:47:43,2025,10,22,2,246.30,App,Base Mate - Variação 2,Maquiagem,Base Mate,Diego Jesus,RR,Outros
2151,2025-04-10 13:23:55,2025,4,10,4,552.20,Revendedora,Glamour - Variação 3,Perfumaria,Glamour,Lunna Vieira,PB,Outros
2367,2025-09-10 14:48:53,2025,9,10,2,152.14,Loja Física,Egeo - Variação 1,Perfumaria,Egeo,Dr. José Marques,SC,Outros
2705,2025-07-16 02:34:39,2025,7,16,5,157.15,Loja Física,Quasar - Variação 2,Perfumaria,Quasar,Lunna Souza,MG,Outros
2318,2025-11-13 04:49:35,2025,11,13,5,852.85,Site,Máscara de Cílios - Variação 1,Maquiagem,Máscara de Cílios,Igor Melo,TO,Outros
2565,2025-06-14 17:55:41,2025,6,14,5,853.95,Revendedora,Batom Make B. - Variação 3,Maquiagem,Batom Make B.,Arthur Gabriel Sales,ES,Outros
2093,2025-08-13 01:22:22,2025,8,13,3,229.77,Loja Física,Batom Make B. - Variação 2,Maquiagem,Batom Make B.,Dra. Stephany da Rosa,SP,Outros
1585,2025-02-20 07:28:27,2025,2,20,2,338.12,Revendedora,Condicionador Match - Variação 1,Cabelos,Condicionador Match,Milena da Conceição,AL,Outros
2598,2025-02-10 22:45:54,2025,2,10,1,238.63,Loja Física,Máscara de Cílios - Variação 3,Maquiagem,Máscara de Cílios,Cauã Oliveira,BA,Outros
2272,2025-05-18 02:52:54,2025,5,18,3,424.05,Revendedora,Malbec - Variação 3,Perfumaria,Malbec,Vitória Cunha,PE,Gmail User
1671,2025-08-27 03:02:29,2025,8,27,4,954.52,App,Máscara de Cílios - Variação 3,Maquiagem,Máscara de Cílios,Henry Gonçalves,RJ,Outros
2014,2025-05-07 06:51:25,2025,5,7,4,682.28,Site,Máscara de Cílios - Variação 1,Maquiagem,Máscara de Cílios,Danilo Guerra,TO,Outros
1023,2025-08-03 10:34:02,2025,8,3,2,303.82,Revendedora,Óleo Corporal - Variação 2,Corpo e Banho,Óleo Corporal,Bella Casa Grande,AP,Outros
1191,2025-10-04 06:16:50,2025,10,4,3,500.97,Revendedora,Egeo - Variação 2,Perfumaria,Egeo,Sofia Gomes,MG,Outros
2547,2025-11-02 13:34:44,2025,11,2,1,229.89,Site,Quasar - Variação 3,Perfumaria,Quasar,Sr. Lucas Gabriel Azevedo,MS,Outros
2709,2024-12-31 00:51:28,2024,12,31,3,455.73,App,Óleo Corporal - Variação 2,Corpo e Banho,Óleo Corporal,Manuela Vargas,MA,Outros
2708,2025-06-01 23:23:56,2025,6,1,3,424.05,App,Malbec - Variação 3,Perfumaria,Malbec,Oliver Aragão,PA,Outros
1709,2025-06-24 23:16:24,2025,6,24,3,512.37,Site,Batom Make B. - Variação 3,Maquiagem,Batom Make B.,Kevin Campos,SE,Outros
2083,2025-11-04 09:51:48,2025,11,4,1,160.70,App,Base Mate - Variação 3,Maquiagem,Base Mate,Olivia Aparecida,MT,Outros
2138,2025-04-13 19:24:17,2025,4,13,4,954.52,Site,Máscara de Cílios - Variação 3,Maquiagem,Máscara de Cílios,Miguel Nogueira,RO,Outros
2569,2025-05-06 21:40:27,2025,5,6,3,424.05,Loja Física,Malbec - Variação 3,Perfumaria,Malbec,Paulo Cavalcante,MS,Gmail User
1503,2025-09-17 18:01:53,2025,9,17,4,125.72,Site,Quasar - Variação 2,Perfumaria,Quasar,Davi Miguel Moura,MT,Outros
2108,2025-03-26 19:45:38,2025,3,26,3,512.37,Site,Batom Make B. - Variação 3,Maquiagem,Batom Make B.,Nina Rodrigues,RJ,Outros
1687,2025-06-22 15:02:07,2025,6,22,1,76.59,App,Batom Make B. - Variação 2,Maquiagem,Batom Make B.,Dra. Maitê Nunes,MT,Outros
2650,2025-09-26 18:53:25,2025,9,26,4,682.28,Revendedora,Máscara de Cílios - Variação 1,Maquiagem,Máscara de Cílios,Henrique Pacheco,PI,Outros
1805,2025-10-03 02:43:20,2025,10,3,4,676.24,Loja Física,Condicionador Match - Variação 1,Cabelos,Condicionador Match,Aylla Gonçalves,TO,Outros
2689,2025-10-17 05:17:12,2025,10,17,4,313.92,App,Loção Nativa SPA - Variação 2,Corpo e Banho,Loção Nativa SPA,Daniel Leão,AL,Outros
2766,2025-08-08 04:35:00,2025,8,8,5,615.75,Loja Física,Base Mate - Variação 2,Maquiagem,Base Mate,Giovanna Novais,TO,Outros
1664,2025-05-21 16:35:11,2025,5,21,4,683.16,Revendedora,Batom Make B. - Variação 3,Maquiagem,Batom Make B.,Ana Cecília da Paz,RS,Gmail User
2188,2025-08-12 01:59:21,2025,8,12,4,595.00,Site,Shampoo Match - Variação 3,Cabelos,Shampoo Match,Guilherme Sá,PE,Outros
2342,2025-03-25 12:06:52,2025,3,25,5,1059.70,Site,Loção Nativa SPA - Variação 1,Corpo e Banho,Loção Nativa SPA,Sr. Bento Rios,RR,Outros
2350,2025-05-04 02:02:31,2025,5,4,1,150.70,App,Sabonete Líquido - Variação 3,Corpo e Banho,Sabonete Líquido,Brenda Araújo,PA,Gmail User
2132,2025-02-07 06:04:21,2025,2,7,2,153.18,Site,Batom Make B. - Variação 2,Maquiagem,Batom Make B.,Ana Liz Azevedo,PA,Gmail User
1725,2025-09-25 13:49:32,2025,9,25,2,292.74,Revendedora,Máscara Capilar - Variação 1,Cabelos,Máscara Capilar,Josué Marques,AL,Outros
1115,2025-01-24 06:15:47,2025,1,24,5,731.85,Loja Física,Máscara Capilar - Variação 1,Cabelos,Máscara Capilar,Liam Oliveira,PI,Outros
